Username,comment
Gabriel Wanyama,"Ruto is good definition of a person who knows nothing about peace. If he brags that he stood with Uhuru Kenyatta until he became the president, let him then stand by himself until he becomes the president."
Kevin Ismail,Ex wakitambo
Moses Njoroge,Tafuta kitu ingine!!
Collins Kongoti,"Even Judah Iscariot as is said in the Bible story of Jesus,, Was a friend of Jesus but he betrayed Jesus."
Kifalu Wa Dede,Watu ya kutoa meno nje hawatakalia tena kiti 2022
Moses Ayiera,Vundu vichenchanga papa kula ujeuri
Allem Welly,Kateni miti huyu amelia sana
Njau Josphat,Tenda wema nenda zako
Wycliffe Asuma,Si uko na number ya Uhuru... Sasa unatangazia nani umeachwa..opuk..
Mamake Dylan,Ukiachwa achika bwana
Joshua Joshjosh,"Never outshine your master,,, sjui hiyo inaitwa  rule no. 1 ya nini"
Omwami Shikhule,Ruto by now should know Andui yako ndio rafiki yako na rafiki yako ndio adui yako
Jerry Mc Owilli,"Hata Raila alisimama na Kibaki 2002 kama hakua anaweza campaign, so don't cry always. Be a man"
Bony Wafula,Raila Odinga  the 5th
Bahati Oscar,Mr.DP u r becoming too much!Nini mbaya!
Steven Steam,"Mundu mwara muno,,,,, murang'a hingurai maitho"
Wilfred Amedeo Ndege,Yeye na ex wa stivo simple boy ni kitu moja.
Eliya Buteyo Phillip,Baba is unbwogable...Ruto amekamatwa makengele zinamuuma. The gods have rejected him.
Siku Njema,"Kijana ya Sugoi, mapenzi yakiisha kanyaga kubwakubwa..nkt"
Joy Angel,Si mlifanya exchange na Mudadi
Mc Mzalendo,"Na wewe wacha kulialia kama wamama wa kipsigis, tafuta kura kama mwanaume alaaaah"
Peter Njeri,C ww ulisaidika kwa hiyo serilikali ukapewa deputy na ma cs na ukapewa half government ww tunakunjua xna ww uongo miiiiingi
Okoth V. Ogutu,Wacha kulia bana Just campaign. Raila hakulia hivi Wakati kibaki alimweka kando
Mogeni Isaac,ukweli
Sapayah Amos Januzaj,Nahurumia huyu kijana wa Sugoi venye ataanguka kura 🗣️
Bony Okish,Na sasa si ni ukweli
RAbera Ilect LAwrence Mtrue,Ukiachwa achika bana. Si ulisema history si Muhimu?
Mercy Iravuha,Just achana nae wee songa uwache hasira  Bana au u want to be endorsed
Rozzy Kym Roselyn,Sasa umeaza kulialia 🤣🤣
Lilianne Beru,Huyu hajui kuachika
Moha Hussein,But uhuru discovered wee ni mwizi
Nancy Sharllet NyaminWinnie,Ebu sasa dp aseme bila kulia😂😂😂😂😂
Sebastian Ojwang,"Utajuaujui,ata Raila alisema Kibaki tosha akiwa kiwete atimae munene alimruka so uta zoea tu boiyo"
John Nganga,Tuko nyuma Yako ruto
Jescah Machanje,"Mwambie ukweli sahii anakudharau kabisa, don't worry mungu yuko"
Peter Kariuki,"ukiachwa achika nani ,,will promote u to  opposation leader"
John Josee,Dear Dr.Willy; ukiachwa achika.UHURU alipata mubabaa ama ni jibabaa?
Muchangi John,"Ruto usijali judasi alimsaliti yesu na therty Bob na kisa akajiua, mwenye alikusaliti mngojee tu"
David Otieno Omondi,Na bado utalia ng'ombe hii
Amos Oyaro Amotech,Some girls don't accept to move after breakup
Collins Wa Collins,"Ruto mwanaume ni kukaza roho na unasonga mbele n nn mbaya na kulialia tena kwa public,acha iyo my friend"
Noush Kolsh,Usijali hata wakikuacha tuko na wewe hadi mwisho
Stanley Ngigi Irungu,Kweli kabisaaa
Henry Waweru,Betrayal bt hii serikali ni yetu
Dennis Waluh,Ruto ni mwendawazimu! Aliraruka akili kitaaambo
Victor Omondi,Ukiachwa Achika..tumechoka na kulia kwako you are not a kid
Kifalu Wa Dede,Kwenda wewe buttocks up
Linet Kiveu,Matamshi ya aina hiyo tumeizoea
Geoffrey Kauwiria,Tosheka na miaka kumi ya dp
Muasya Pius,well said mumo Phillip
Edward Omondi,Endelea kulia BABA the 5th inawezekana
Gitau Michael,"Kama alifanya Uhuru Rais awache kulialia, ajifanye rais pia"
Japhekaya Morara,Uongo Iko wapi?
Elynah Salano,Uza Sera naniii
Sabina Wairimu Njuguna,weeeee ilikuwa job
Horace Ongili Omolo,"Sawa mt Kenya kingpin, tumekuskia. Sasa unalia nini na wakikuyu wote wanakufuata kama kondoo? Uhuru amekuja ODM na kura yake moja pekee. Sasa tulia."
Edith Adhiambo,"That's normal in politics,uza Sera wacha kulialia"
Franqy Nyatindo KE,Umetuchosha na ujinga
Benjamin Mboya,Hata mimi nilisaidia a friend kuchimba choo sahii ameweka kufuli
Stanley Imoni,Kwani ni wimbo?
Marcellus Ouma,"Kwani Raila did not stand with kibaki then, na bado"
Kyambo Jnr,Uhuru Danganya Azimio
Sugar Ray,Kanyaga kubwa kubwa
Josiah Kibiwot,Majuto ni mjukuu na huja kinyume 😭😭😭😭
Moses Mosiah Nthunthi,Rudia bila kulia basi kababaa
Ouma Allan,"Kuliyaliya kama mmama...accept and move, ukiwachwa achika"
Jimmie Jim,Twambie utatufanyia nini ukichaguliwa wacha kushinda ukitwambia vile ulisaindia wengine.pia wewe ulisaindiwa na moi na mwishowe ukamruka nkt.
George Warren,Kwani unataka uende Mbao?!  wacha nani wengine pia wakule ala
Joseph Kariuki,Tumeshaajua Ukweli huwezi aminika
Matino Xaxino,Uki achwa achika banaa
Mwangi Wa Mwangi,Ulilipwa
Lovell Otieno,Eeeishhh ukiachwa achika.... pthooo
Brian  Mmuji,Ukweli mtupu
Daniel Nyawa,Sasa hiyo  ni lazima uje mpaka Kaunti ya Kwale kwenye mhadhara ndio uongee na Uhuru?
Mike Dean,Unashinda ukipigia watu kelele hapa  na UHURU..Hatutapumua sasa alah!😂😆
Joseph Mwaniki,Ukweli. WSR MUNGU YUKO ATAKULIPA🙏🙏🙏
Fidelis Mutua,Masaibu ya ndoa hayo🤣
Darwin Sounds,Hivi ndio vile ma-ex huongea mkiachana. Ati I stood with him time hakuwa hata na kakitu…just move on!
Percie Jako Rigah,Uhuru ni mtamu aje.. ruto  akiachwa aachiki na kura ya uhunye ni Moja aaauwiiii kateni miti sugoi uyo kijana atajinyonga.....
Florence Atieno,Even Raila stood with Mwai Kibaki so warudishe mkono
Omondi Edwin,Si ety huyu jamaa ni mbaya as nilote naeza mpigia kura after raila tearm..the problem with him ni mauongo na hasira...
Shadrack Maingi,Kila siku ni Uhuru????
Justin Okumu,Sasa tutashindia hapo kwa kitu kimoja.
Prince Mwalo Leo,Kwani ni mazishi ya nani apo nje
Okoth Wuod Okech,"Crying baby 👶, ukiachwa achika penzi pofu ya nini kung'ang'ania"
Baboo Wandera,Kwani Hana number ya uhuru amwambie
Jacob Thomson,Ukiachwa achika alaar!
Eric Nyagah,Na ukapewa serikali nusu ukaajili kalejins
Wil Lie,Kîura kîaringio kiugaga  nikio kieringia
Obi Baraka,Mtaachana tu. Ata Mimi na Dem yangu tuliachana
Colloh Blessingz,Baba abby😂😂😂
Jenkins Gerald Wafula,Ruto tosha
Emmanuel Rahama,Bado ujafinywa kende
Kimiriny Victor,Sasa unataka kulia
Benito Benaiah,Wajinga ni wapiga Kura ama?
John Alexis,"sasa tumsaidie aje, go to hell..."
Igesa George,"What goes around, comes around.. Yale ulimfanyia mzee moi yatakufwata hadi kaburini."
Kenn Nalyanya,"Huyu na yeye amelia sana, kwani ilikua lazima."
Kennedy Tegeret,I thought hii story tuliachia Mungu.  Hii mumerudia sana.
Mwalimu A Mla Chake,Hiyo wimbo imekuwa too much
Nyo Remo,Salad imeshuka bei nataka kurudi kupika bajia zangu owada
David Noah,Peleka mafeeling Kwa choo bana
Katoi Simon,"Ukiwachwa achika baba,move on"
Satia Edwin,Why is this guy crying? Ilikuwa tu lazima yeye akuwe  president?
Sam Mutuku,"it's called politics,,sasa unatulilia tukufanyie nini"
Guka Muruthi Wanyiri,Ukweli mtuuuuu
Omar Shikanda,Hii ulishamwambia
Dan Ndush,"Ruto,,,sugoi asubuhi mapemaa"
Mochama Nyabuya,Kwani ni love story nkt! Uza sera boss 🤨
Mkospo A Kevin,"You expected something in return, umesahau vile uliambia jirongo??"
Duncan Oliech,Ukiachwa achika bwana William
Kili Kili,He's Still Living In The Past😂😂..Huyu Atashangaa Mwezi Wa 9  Baba Riswaaa 🥳❤️
Rose Auma,Ukitemwa temeka nani
Ely Kim,"Urafiki huisha wacha kulia, urafiki sio  uongozi ,moj alisema"
Davy Wakarigo,Si ulipewa mlungura
Odanga Samson,"Tumeskia ,sasa to do,,? kwani huna namba yake"
Sophia Shizz,"Uza Sera, uhuru is not running presidential sit.. 😄 😄, huyu shidake ni nini"
Joseph Okumu,Sasa wewe unalia nini? How many times have Raila  been betrayed? Ni siasa
Baba Amos,"Ukiachwa, achika"
Florah Mwangangi,Murkomen  na susan kihika wako wapi???
Brian Hazard Gichana,"Move on bwana,unalialia nini"
Margaret Amunze,Sasa kura ya uhuru tu lnakunyima usingizi n ukijuwa huku kwetu hupati kitu Uta do
Rosalia Mudoga,That's how some marriage's are so tulia tu kunaendanga hivo 😂😂
Odhiambo Kassim Mukudi,Mbleina
Edu Somi,Kulia utalia hadi ufe!
Odawo Maqulette,Achana na Uhuru ..we will vote for you
Sam Ke,Dont worry de 5th   hata sisi tumeona yote
Fredrick Omondi,"Na unalia haki,Uhuru saidia"
Livo Nene,Crying baby 😭🥺🥺 hajatosha mboga
Ruth Kalunda,"Kalialia,"
Davi Davido,Kwani Ruto anaambia Ruto hapa kwa media si amcal uhuru na amwambie face to face
Justus Barasa Bombolulu,😂😂😂😂😂.  Si wewe ulimweka hapo juu
Jabez Shalom Peace,Home
Bonnie Cyprian,"Kufa kikondoo,,,,fear evil not😄😄😄😄"
Peter Ekapolon,Wacha kelele kijana
K'Ochieng Gracy,Sasa kata shindanga hapo a move on in peace 🙄
Ngash Wa Nganga,"But your  team  said uhuru has one vote, hii kura moja ndio inaleta hii hasira yote"
Devinah Matoke,Kwani hujamove on?? 😂 😂
Evans Lihare,U had a case 2 stop lying how can mshukiwa  stand with mshukiwa mwenzake?
Empress Rozzy,I have never seen deputy mwizi we ndio wa kwanza kuona bana
Juliet Olago,Yaaaaaaaawn
Catmosa Cates Kates,Kwani Uhuru hana miguu?
Rikos Mboha Erikos,"Tenda wema nenda zako, mimi nimesaidia wangapi mazuri roho Safi,so what were expecting in return s!!?"
George Goodman,Huyu ni mwanaume kweli? Crying every day
Mosse Ngigi,Ukiwachwa achika😂🤣😂🤣
Cornel Oduor,Kwani sai unasimp mkuu😂😂
Gideon K. Ng'etich,Hii ujinga Bwana Ruto sitaki kabisa. We have move on.
Moseti Vinni Kasulu,Kwani Hana namba yake?
Rosemary Jowi,Kwenda wivu ya bure
Nakeel Vandan,Huyu atalia Sasa😂😂😂
Fredrick Kilonzo,"Wewe saaa zote ni Uhuru,"
Lex Shayoizm Muranda,Ruto siku hizi bottom up imekuwa wewe kuweka uhuru kwa kiti si ungejiweka
Junior Korir,Hustler tuko pamoja 💚💚💚✅
Eddie Orwa,Sasa akiteta ivi raila nae anafaa kuteta extend gani despite what kibaki did to him? Akamwibia hadi😮🤗
Patrick D Costa,Kama analia hivi na ajaanguka bado akianguka je😂😂😂🚶
Chrisanctius Migono Migono,"This is the first time Kenya is witnessing a crying Deputy president, We've had Vice presidents who're loyal to the president to the end without theatrics. It is obvious this constitution needs amendment but it's ironic that the idiots opposed to amendment are the ones crying like babies in martenity."
Jomy Misia,"Kwani wewe ni Nani , u ve one vote ,kwendaaa"
Abraham Abu,Sisi bora serikali iende nyanza atuna shida🤣🤣
Jonathan Costa,Ukiacha kubali and move on
Okerosi Nyaks Fred,"We kwenda,watu huachana.Move on."
Philip Mogendi,Na bado utalia sana
Jonathan Kweyu,Una matusi sana Ruto..Wachana
Davido Dave,Don't simp bro...ukinyimwa nyimika...
Marcus Oluoch,"I feel ur pain🤦‍♂️ but hiyo post ya prezo,ilishaenda sahau nayo and move on. Ni hali ya maisha"
Kiko We Eshikumo,"Tafuta kura,wacha kulia."
John Ouma Ogwang,We unalia nn?Kaa kiume and face the battle a head of you.
Kepha Opulu,Kauaji kanajifanya ja humble sai😁😁😁😁 aki hii kenya
Alex Ali Munyoki,Kwani tutashindia hivo
Onyi Dos Santos,Ukiachwa na dem unafaa ulie for how many days?
Regina Mwamburi,Mwacheni aseme yenye imo moyo I itoke yote
Norah Nana Muyaya,"Sasa hatutapumua,? what a cry baby 🚮🚮🚮🚮"
James Gitonga,This thing called mzalendo mzalendo 😰😰
HE Ras Abu Msafi,Kwn hanaga nambake ya simu ampigie tu amwambie😂😂😂😂
Watash Peter,"Nima,tiga irumi"
Boy Mcul,"uyu naye analilia nn kwn hakuwai achwa, si a move on"
Jorge Jorges,"Kupangwa; hupangwingwi. Kudivorciwa; hudivorciwiwi. Sasa, watakaje?"
Harrison Anyango,Kulia lia maji yakishamwagika ayazoleki zoea opposition
Ben Ngigi,Riu twike atia
Brian Ontori,🤣🤣🤣🤣🤣 wacha hasira aki
Mwangi Wa Mam,BABA the 5th
Smartkings Shoe Hub,Huyu mtu haanaanga sera ingne.
Reuben Muuo,Huyu angekuwa mwanamke sijui kungekuwaje🤦🏼‍♂️🤦🏼‍♂️ANAEZA RUDIA KITU MOJA MIAKA NA MIAKA#######BORING
Mpenda Peace Caroline,Ata bibi na bwana wenye wamejifunika blanketi moja na kuzaa huachana! Ukiachwa achika 🤣
Mung'ale Wehu,Aache matusi huyo
Auska Mucinya Shidye,We will stand with u till end kwa ground mambo iko sawa
Prince Shady,RaRua
Christopher Musera Muhammed,so agenda ya ruto ni venye alisimama na Uhuru!....even raila stood with kibaki
Convas Mogaka,"Ruto Uhuru ni X wako , kaa amekuboot waja kulia lia"
Alphour Saisi,Kelele
Live Love Laugh,Wee tunyamazie kama hauna agenda...
Royal Javan,Si umpigie simu nkt 🤧🚮😂
Kevin Mavosh,"Ukiachwa achika my friend,,,pia mimi niliachwa na nikabaki na mungu,,kua single ni kitu ingine poa sana but Sasa nko na Jehovah"
Soncraig Evans Nyaks,Jisimamishe basi
Hassan Khamis,Desparado
Kev Kiilu,Watinwa songa.  ....
Heskey Dennis,Ameanza kuwa cry baby sasa. Move on and focus on your campaigns Uliam
Cheruiz K Cherüiyöt,Huyu sasa ameanza kusimp!😣😣😣😒
Grace Nanjala,Poela!!!
Lawrence Lawiko,Uliweka pesa kwa mfuko.
Humphreys Lamenya,Malipo ni hapa hapa Duniani. Dynasty must perish.
Addy Addy,Kwani huyu jama hananga kitu kingine ya kusema
Ely Kim,Msando iko wapi eeh kifo
Chriss Muchui Ntika,Sasa anataka kulia😂🤣🤣
Kilemi M'mauta,Kiinya ukaua koii kana ngaraa NO PEU carlowngoe
Joe Mburu,Hana namba yake amwambie anatuambia tumsaidiee aje? Aaaah
Okoth Ademba,Mwizi
Ken Bin Sakwa,Sasa tulie??
Amos Magere,"Utashindia hapo kila saa "" I stood with you"" so? move on Luto"
Austine Odiwuor,😂😂😂😂 kwani Uhuru ni ex wake
Sabina Wairimu Njuguna,Lia basi
Ely Kim,Na bado kamiti inakungoja
Peter O'sakawa,Ukiachwa achika nani
Zachary Awanda,Sasa unataka kulia nini
Freddie M King,Stop repeating yourself. Kwani umeishiwa na mashambulizi? 😂😂😂
Sam Ohindo,Kitandawili ??  Nani alifanya Uhuru mpaka akakua rais ?  Who's now mzee wa kitandawili
Allan Moinkett,U didn't support uhuru you were bought 5B na hapo njo pesa yako imefika
Mega Dun,"You dont say you stood by someone  when all you did was do it for your own interest now that you both suffered the same problems & struggles, Circumstances aint willingness, its a big joke to hear this guy mentioning that tired line repeatedly😂"
Olive Felix,"Will you keep saying this Mr. Cry baby??? So many politicians have been betrayed and they don't go around crying everywhere 🤨🤨 your number one enemy Raila Odinga was betrayed by Kibaki, he never took it so serious. Political covenant isn't a blood covenant ""Man of God"""
Ivy Benedine Wangila,Ukiachwa achika nani eeish
Sam De-rodgers Barca,Ukweli usemwe
Vine House,Sasa tukusaidiaje? cry baby
Ruth M Daniels,"God will stand with you,stay put,leave Uhuru alone,he is human,he is only seeing earthly might,he feels superior because for now he holds the highest office,just turn deaf ears towards him and ignore his verbal diarrhoea."
Dee Damsa,Mr lialia Mpigapicha Hech utanisamehe babe😂😂😂
Gatheru Kagotho,We agree... That is why we want you and Uhuru to go home. We are relieving you the stress.
Collins Achesa,Wajinga waliisha Kenya hii 🤣😂🤣
Francis M Solosie,"There's a saying that"" no good deed goes unpunished""."
Joseph Njoki,We are behind you achana na Uhuru alirogwa
Shika Moo,Then you began campaigns in 2018 against his advice when all his friends heeded to the advice
Bernard Makumbi,Lia basi
Wuod  Jael,Come and vie for senatorial seat huku Homabay County. Hiyo tutakupa bure😂😂😂
Amos Mumo,Pole Sana bro
Chwormon Pieremit Aduwa,"Wadau ni waulize tu,why is that when you are involved in a heated argument with someone on Facebook you can't find their reply even after getting notifications that he/she mentioned you in a comment? Is it only me or it happens to other people too and where do those comments I'm not able to see go?"
Collins Coleman,If you were good enough why didn't you tell uhuru the bottom up uproach the first term
Michael Otiesa,"We are tired with ruto nonesense,  how will that help our economy. Peleka ujinga uko..."
Brian James,"Crybaby, we ndio wa Kwanza kuoshwa? 🤣🤣🤣"
SirMoses Makala,"That was then you have Wetangula and Mdvd standing with you,stop baby cries omba kura kwa raia"
Geff Gath,"You think everyone is a fool,, you were always campaigning instead of helping Uhuru deliver an u dare yap your mouth"
Josphine Melly,William Samoei Ruto wachana na Uhuru wee tafta kura
Felix Arogo,"After killing Musando, why don't you stood with yourself."
Ainea Okelo,"Crying baby, that courage you had ilienda wapi..... Seeking sympathy votes"
Divine Joyline,Now stand for yourself
Moses Waryoba,So what do we do? Stood with him when you wanted to impeach him ! Enda Sugoi acha kutusumbua hapa
Musinya Shivachi General,You only did because of the benefits you were getting in return
Katoi Thomas James,Emotional blackmailing!puga!!!
Cyrus Philip,Odhul Jaluo sema kitu omera
Ephie Irus Mk,Cry baby. You always claim you have God and the masses on your side. You are always bitter and complaining. You went right into the president's backyard and urged your supporters to insult the president's mother. What else have you not done?
Hon Snw David,So you want to be endorsed?
Onassis E Kim Kim,Jesus healed 10 lepers but they ran away from him into the maize plantation without thanks
Kevin Otiz,"Move on bana, kwani ilikuwa cha lazima ukuwe president? Makasiriko peleka Sugoi na hatujasahau ile maneno ulifanya kiambaa"
New Dawn,"Tunachagua kiongozi wa taifa ,,uongozi wa Kenya sio merry go round ya wakikuyu na wakalenjin ,thank you Mr President kwa uamuzi wako wa busara"
Sammy Matthews,Making yua enemies friends is more better than loosing a fake friend
Williams Mark Williams,"With or without uhuru,Ruto will be the president. He is destined to be. Wacha watu wa kuzimia wazimie"
Stephen Wafula,"Atleast kiburi imeisha,,,naskia unasema,,,,,wewe ni raisi wa watu wote,,,,deep state inanyorosha"
Maurice,William Samoei Ruto kenyans Are not stuupid you cant lead this nation you don’t have that brain to lead
Edward Uchechukwu,"You are like a woman mwenye akiachwa hawachiki, stop forcing issues haiwes make"
Fovour Baraka,"Hahaa,Mr kimwarer,rudisha pesa zetu"
Martin Ondu,"Hiyo standing inashinda ile standing baba alistand na kibaki na bado alitupwa chini ya bus, dhie ukiumaga"
Moxaiz O Rajab,Kujia number ya Uhuru umwambie bana! Acha kelele
Moenga Victor,The way you have been chest thumbing for 9yrs nani angedhani utakuwa mpole hvi ??
Dedan Captain,Ukweli kabisa
Lameck Omari,Tafadhali tusichague wezi wa mashamba
Ryan Hechdy,"Wacha kulia kama mmama aliyewachliwa na bwana.... You said you made Uhuru president... Make yourself one now,, kelele ya nini"
Harry Omwaka,#ukiwàchwa wachika
James Smart,Uhuru made us to accept you otherwise hii Maringo atasijui ungekua unaringia nani
Victor Maronga,Mavi ya kale hayanuki
Ken Kabix,Ita mwamba
Pati King's,Achana na Uhuru nanii its like Uhuru is your agenda
David Yorklan,"Ushikwapo shikamana,,, uwachwapo wachika,,,things like,,, the past,,, leave behind"
Francis Gachuhi,Kwani unataka kulia mzae🤔
Mum Joy,So selfish n wicked president
Peterson Achuti,And so what? You took the advantage and become the most dangerous thief in our Republic
Timothy Bolo,"The president is very clear regarding what is nauseating about you friendship, he says you are a saboteur of national cohesion, you lie about him sending you to fundraisers n give millions in his name that he has no idea about. He accuses you of looting public coffers  through proxies that you donate carelessly in harambess n politicians  from his backyard to undermine him. You feign fear of God but you are abusive, arrogant and malicious. Above all, he says you don't speak the truth. So who will stand by such a combination hata kama ni wewe?"
Sotindet Kipngeno,True.asante ya punda ni mateke.
Aisha Said,Hehe 😋😊 @[481434706786640:69:Hustler Nation ✅]
Derrick Barrack,Derrick Barrack
Emelda Nafuna,😂😂😂😂😂😂😂😂😂😂😥😥😥
Sophie Rouzette,🙄🙄🙄
Jenarose Juma,😝
Mwende Ben,😂😂😂
David Ochieng,😂😂😂
Abby Juma,LOL!!!
Üstâädhï Kãkâ,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Maestro Mwie,Up to when will stop reminding prezo that u stood with him....fight your own battle you corrupt
Kiptune Kikali,🙆‍♂️💔💔💔
William Ouma,"Kumi yangu kumi yako was their personal and private affair. Hence, you cannot force the head of state to honor private promises for selfish gains. The president of any country is too important to be reduced to niunge mkono ju ulisema nitakula kumi pia. Put in another way, president Uhuru has the obligation to serve all the 50 million Kenyans as opposed to pleasing individuals."
Kenneth Abot,"You're not the first person to stand with a friend, we have been standing with friends in difficult situations more than you do but we expect nothing. You stood with Uhuru to cheat Kenyans, and when you realized that your lies were unable to sustain you together, you re-open new catastrophic bunch of lies in order to paint Uhuru as the master of lies and you terribly failed. Remember that your support to Uhuru was give and tae. He stood with you too to become DP. He gave you a half of his government to exercise and execute your nepotic appointment and tribal jongoism reign. Even RAO stood with Kibaki in 2022 but he has never lamented the way do. You're a professional liar pr excellent, you're war monger, you're a a hypocrite. The hottest part of the hell is reserved for people like you. (The hypocrites)"
Midika Ola,"This one is a kind of a person when he hates others he recruits people to hate that person too....if you refuse you become a mong the ones he hates😂😂😂😂😂 jamani bwana DP all we needed as a country that particular time was peace,...you don't understand what peace means to that mama mboga, boda boda, pedestrian.... kindly brace peace 🕊️🕊️🕊️🕊️"
Douglas Songore,"In 2002 When Kibaki got an accident in Machakos during campaigns, Raila called for an ambulance,  not trusting the driver of that ambulance, Raila himself drove Kibaki to hospital. He even paid for Kibakis plane's ticket to London for more medication and paid his  hospital bills. Back home Raila led the campaigns when Kibaki was on a wheelchair. Baadaye Kibaki did not vote for him. Ruto unatupigia kelele bure please!"
Richard Mwangi,How told you Kenyans are enemies? It is just competition. Look at this fool....so you burnt women and children in a church cz they were your enemies? That is how you reason? Those not following you are the enemy? You are physcotic.
Douglas Wamburu,"Please stop bragging because it is Uhuru who stood with you and brought you to Mt. Kenya through a handshake when nobody there wanted to hear your name following the atrocities that were committed to the Kikuyus in Eldoret during the 2007/8 PEV. It is that very handshake which allowed you to penetrate Mt. Kenya where now you can boast of a near fanatical following to the extent that recently you had the audacity to marshal your Mt. Kenya fanatical MPs to Ishaweri Uhuru’s home in Gatundu, where you took them to insult Uhuru’s mother under your watch. Out of your own selfish interests, you decided to become a stumbling block to a similar handshake between Raila and Uhuru Kenyatta because it is your game plan to ensure that Luos and Kikuyus remain divided yet know too well that this division between these two tribes has not only lasted for the last 50 years but has also been a catalyst for the tensions we witness in every five year election cycle. If you could only curb your selfish interests, work with both Raila and Uhuru in ensuring that the peace enjoyed today between the Kalenjins and the Kikuyus also takes place between the Kikuyus and the Luos, Kenya would become a haven of peace and the cycle of elections violence that the country experiences every 5 years would be a thing of the past."
Faith Wafula,I assure you of my vote in 2029...but for now just prepare yourself to be strong in opposition
Amos Onderi,Read the story of Judas in the Bible!!
Arona Babayao,This man is more bitter and can even kill due to this. But what he have to know there is no permanent friendship nor enemity in politics. Therefore  Uhuru has all the rights just as any other citizen of this country to back up anyone of his desire for any seat in the coming election. William Samoei Ruto  wacha Hasira bwana
Edgar Basweti,It is normal. You equally having Mudavadi by your side.
Fred Gadafi,That time Ruto did not know that Uhuru Kenyatta was a dynasty
Wanyama Khasandi,Uhuru is so ungrateful...
Junior Karani,So that you can loot everything on sight.
Ronnie Phillips,"Says a bitter ex who has refused to move on 🤣🙌,ukiachwa achika!!"
Ronnie Phillips,"Says a bitter ex who has refused to move on 🤣🙌,ukiachwa achika!!"
Baariu Mathews,You should stand by yourself
Lina Linda,"Soliciting sympathy votes by all means possible. He’ll cry in front a congregation next. What an emotional manipulative, self centered, type of human being.  And by this I don’t validate the other thief."
Dews Kim,I have never seen such a traitor like kamwana😡
Mokua Dun,Ruto is that one Ex who has refused to Move on
Geofrey Geoff,UHURU sio mamako ama babako you are campaigning as if August you are going to die 🤣🤣🤣🤣
Rash Peter,"That does not guarantee theft, how stupid can you be?"
Robert Mwenda Kaberia,Ukiachwa achika and move on! You will die of stress 🤪
Tito Musyoki,Wewe you have nothing to offer Kenyans
Fay Msoh,Are you the first one to be betrayed??
Rashid Makokha,He paid you to do so
El Precidente,But you had ill motives.  Continue crying
NyarJaduong Okwanyo,Ukiachwa achika
Jad Kichia Collins,Tenda wema nenda zako.
Loice Ngoshosh,Ukiachwa achika please and move on.
Akinyi Mary Immaculate,Why are you crying?man up
Betty Benson,Tulisema ukiachwa unaachika huku ukilia na ukienda kaa ambulance!!
Ignatius Mwangi Kamau,"Ukiachwa achika jameni, yangu kumi takataka was trashed and forgotten"
Randere Nyakwar Pitalis,Motivesonol spika yoo
Stephen Mwangi,Spare the president your ranting
Destiny Son,Truth be told
Kwame Zedekiah,"A very bitter VP,,,too much noise doesn't stop the pot boiling,✌️"
Tonny Ngumo,God forever rewards loyalty!
Jumaa Mbwana,True democracy ...
Nyar Rumokitam,"Ushawahi ona sitting president akiachia vise president wake,, will never happen"
Karen W. Wanjiru,True
David Otieno,Stop lamenting
Ndeg Eddyz Teddy,"Blackmail, move on"
Njoki Mwangi,Accept and move on.
Wicky Agwata,Let ex be ex.
Joseph Matoima Ongaga,Accept and move on
Samson Maingi Karobia,true
Kaka Kaka,No problem sir
Masibo John Rombosia,"The truth,Ruto the 5th"
Everline Khavai,True facts Dp
Wanjiru Rose,True
Sharp Ery Ery,Accept and move on..
Thierrykovi Mukhovi,Ruto the 5 th
Kenoni Kevins,But u benefited from Uhuru
Hon Jack Zollo,The Bitter Man
Michael Ogendo,Accept and move on
Alfred Gatimu,Raila the 5th
Pharos Kebenei Kenei,That's facts.
Joan Mwaniki,change is inevitable
Mandela Baba Max,"Uhuru bought you,"
Joseph Kithinji Young,Uhuru is a headed 🐍 snake ! One head is. Fighting the other eating its own!
Julius Luchiri,Move on Mr deputy president
Mike Murithi,Traitor.
British Love,Move on Mr man
Peter Kamau,Follow  UDA  Youths Forum.
Margaret Kagoro,Daniel Benson when did he try to impeach him???
Nancy Shikuku,Hongo Clement Liz yawa iwache malit
Biss Kuche Possible,Mzalendo Mzalendo mzalendo msaliti si upeleke kiherehere yako mingi kwa mkeo
Eric Nyambu,"Bernard Makumbi kidawida, ni kuluma na kufuria. Odua luma na kufuria mpaka ukawadwa.."
