,Username,comment,clean_comments,tags
584,Chepkemboi Kitur,Yes the fifth president,Yes the fifth president,[]
585,Convas Mogaka,"Who don't know that u were paid to hand Uhuru , so husijigambe hapa na ulilibwa",Who dont know that u were paid to hand Uhuru  so husijigambe hapa na ulilibwa,"[('Uhuru', 'UHURU')]"
586,Wekhichu Odero,You wanted to be a DP...move on,You wanted to be a DPmove on,"[('DP', 'RUTO')]"
587,Byoonabye Festus Moyes,Fake moi stood with you and how do treat Gideon,Fake moi stood with you and how do treat Gideon,"[('and', 'POLITICAL_PARTY'), ('Gideon', 'POLITICIAN')]"
588,Blessed Ladi,Mr ex just move on it's too late to please ur partner,Mr ex just move on its too late to please ur partner,[]
589,Kevin Ombri,Why don't this guy make out with Nebuchadnezzar kenyatta,Why dont this guy make out with Nebuchadnezzar kenyatta,[]
590,Hussein Yahya,i tried to impeach you too,i tried to impeach you too,[]
591,Duncan Omondi Adika,How will that make you be Kenyan president??,How will that make you be Kenyan president,[]
592,Charles Omolo,That is now history! How about impeaching him?,That is now history How about impeaching him,[]
593,Collins O. Obinge,"No frienship is permanent,stop crying",No frienship is permanentstop crying,[]
594,Stanley Kokonya,Someone tell the DP to move on. And stop being a cry baby over spilt milk. How long shall you cry over your ex🤣🤣🤣😅,Someone tell the DP to move on And stop being a cry baby over spilt milk How long shall you cry over your ex,"[('DP', 'POLITICAL_PARTY')]"
595,Patrick Akaka,"What is all  this lamentantions for??? People we have votes with votes and power is from the people, so no crying like a failure as a next president.",What is all this lamentantions for People we have votes with votes and power is from the people so no crying like a failure as a next president,"[('for', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
596,Alusa Allan,this political conman is the lord of sabotage,this political conman is the lord of sabotage,"[('of', 'POLITICAL_PARTY')]"
597,Sacho Kentai,Betrayal in the city,Betrayal in the city,[]
598,Maurice Sudi,Yuda was Jesus's desciple but betrayed him. Infact ur party sounds like Yuda. Ur party colours look like Museveni's(ur friend) NRM party.,Yuda was Jesuss desciple but betrayed him Infact ur party sounds like Yuda Ur party colours look like Musevenisur friend NRM party,"[('party', 'POLITICAL_PARTY'), ('party', 'POLITICAL_PARTY'), ('party', 'POLITICAL_PARTY')]"
599,Moses Abuso,"You were given your share as DP, you went ahead to become Mr tenga na kupotea.",You were given your share as DP you went ahead to become Mr tenga na kupotea,"[('DP', 'POLITICAL_PARTY')]"
600,Wuod Nyachola,Is Mathare MENTAL  Hospital still functional? A potential client is roaming freely on these streets!/,Is Mathare MENTAL Hospital still functional A potential client is roaming freely on these streets,[]
601,Frank Muasya,So your daily campaigns are all about your old lost friend?,So your daily campaigns are all about your old lost friend,[]
602,Madamsophie K Mamake Blessing,Sa hunanga any other song apart from ulisimama? Kira,Sa hunanga any other song apart from ulisimama Kira,[]
603,Empress Rozzy,Dictator,Dictator,[]
604,Stephen Kamotho,Why did u teargas the children,Why did u teargas the children,[]
605,Henry Kissinger,Mm hata pia nlisaidia my friend kuapply loan but vile ilitoka ndo sijui sai ako wapi your not alone,Mm hata pia nlisaidia my friend kuapply loan but vile ilitoka ndo sijui sai ako wapi your not alone,[]
606,James Mburu,"Wee Endelea Kulia Tu Na Hakuna Mtu Atasikia Huruma Kwako You Are A Hypocrate, A Hungry Tiger And A Power Hungry, Lakini Ungengoja Machozi Yote Umwage Tarehe 10",Wee Endelea Kulia Tu Na Hakuna Mtu Atasikia Huruma Kwako You Are A Hypocrate A Hungry Tiger And A Power Hungry Lakini Ungengoja Machozi Yote Umwage Tarehe,[]
607,Mjamaa Mkenya,Thy were not there cos thy were on the race too...so waja kutoa meno saaana,Thy were not there cos thy were on the race tooso waja kutoa meno saaana,[]
608,Alukaya Enoq,Doesn't he have his number 🤔,Doesnt he have his number,[]
609,Margaret Muli,ACCEPT AND MOVE ON.,ACCEPT AND MOVE ON,[]
610,Escritt Senna,He tried rebounds but still has a thing for that one ex,He tried rebounds but still has a thing for that one ex,"[('for', 'POLITICAL_PARTY'), ('one', 'UHURU')]"
611,Bernard Ochieng Osumba,Power hungry man 👨,Power hungry man,[]
612,David Muthami,You stood fir him and for yourself .,You stood fir him and for yourself ,"[('and', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
613,Alphonse Ozumba,"It's claimed Hon William Samoei Ruto was purchased to help Uhuru, so anyamaze tu. Yeye pia anunue MaDVD then 2nd term amteme",Its claimed Hon William Samoei Ruto was purchased to help Uhuru so anyamaze tu Yeye pia anunue MaDVD then nd term amteme,"[('William Samoei Ruto', 'RUTO'), ('Uhuru', 'UHURU')]"
614,Gilberto De Gabrio,But you stood with by him using the left leg instead of the right one 😏😏🙄,But you stood with by him using the left leg instead of the right one,"[('of', 'POLITICAL_PARTY'), ('one', 'UHURU')]"
615,Lyse Adhiambo,Round hii hakuna wajinga Kenya...sugoi tunakupeleka by fire by force... Baba the fifth,Round hii hakuna wajinga Kenyasugoi tunakupeleka by fire by force Baba the fifth,"[('Kenya', 'POLITICAL_PARTY'), ('Baba', 'RAILA')]"
616,Johnstone Mwaniki,"dr,Rutooooooooooooo mpaka mwisho,kwangu  kuna kura (8) za H E Dr William Ruto 🙏",drRutooooooooooooo mpaka mwishokwangu kuna kura  za H E Dr William Ruto,"[('William', 'POLITICIAN'), ('Ruto', 'RUTO')]"
617,Ngonyo Wa Shosh,Continue standing,Continue standing,[]
618,Peter Njuguna,"Showing respect to your boss(president), admitting your mistakes and speaking the truth always,is not asking for too much from bwana DP! Uongo ndio tunasikia kila siku kutoka kwako!",Showing respect to your bosspresident admitting your mistakes and speaking the truth alwaysis not asking for too much from bwana DP Uongo ndio tunasikia kila siku kutoka kwako,"[('and', 'POLITICIAN'), ('for', 'POLITICAL_PARTY'), ('DP', 'RUTO')]"
619,Hongo Clement Liz,"Such is life!!😂😂😂.you expect what you give,to be given back to you??😂😂😂where on earth chief chicken seller??😂😂😂😂🙈",Such is lifeyou expect what you giveto be given back to youwhere on earth chief chicken seller,[]
620,Bill Krit,Quit crying. Don't be the type of wife who'll forever be in denial about divorce yet the ex-husband is out there happy and exploring new tastes.,Quit crying Dont be the type of wife wholl forever be in denial about divorce yet the exhusband is out there happy and exploring new tastes,"[('of', 'POLITICAL_PARTY'), ('-', 'POLITICAL_PARTY'), ('and', 'POLITICIAN')]"
621,Trizah Roselyne,Sasa friend (R.A.O.)angesimamaje na yeye yet that time pia yeye alikua amesimama kivyake.,Sasa friend RAOangesimamaje na yeye yet that time pia yeye alikua amesimama kivyake,[]
622,Daniel Nganga,"My favorite incoming President uncle Willy, acha tumeze tembe hata kama kali mradi tupone.......u r a hero to be endorsed into the office, kudos!!!",My favorite incoming President uncle Willy acha tumeze tembe hata kama kali mradi tuponeu r a hero to be endorsed into the office kudos,[]
623,Abraham Nyariki,Remember your friends today are your enemies tomorrow and vice vasa,Remember your friends today are your enemies tomorrow and vice vasa,"[('and', 'POLITICAL_PARTY')]"
624,Manyau Bandio,"You started this saga, kiburiiii",You started this saga kiburiiii,[]
625,JamesBen Demoree,"Bitter Ex, move on",Bitter Ex move on,[]
626,Nyathy MacaJack,Wacha kulialia you are a man my friend,Wacha kulialia you are a man my friend,[]
627,Ken Bin Sakwa,Just stop behaving like a jilted lover and move on.si lazima uhuru akusaport.be a man enough and stop this baby crying ooo,Just stop behaving like a jilted lover and move onsi lazima uhuru akusaportbe a man enough and stop this baby crying ooo,"[('and', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
628,Conny Wasike,Waaa Huyu mtu Ana mdomo kama wa Mama wa plot ten. Do you have to respond to everything?  No leadership quality at all.,Waaa Huyu mtu Ana mdomo kama wa Mama wa plot ten Do you have to respond to everything No leadership quality at all,[]
629,Dennis Lumbasyo,Move on my friend. Dont be like the ex-who refused to move on.,Move on my friend Dont be like the exwho refused to move on,"[('-', 'POLITICAL_PARTY')]"
630,Allano KE,"My friend dp marriage breakup is always messy,,so just walk away and move on",My friend dp marriage breakup is always messyso just walk away and move on,"[('and', 'POLITICIAN')]"
631,James Muriithi,Even a wife or husband at times go their ways if not satisfied. Stop telling us about this now and then.,Even a wife or husband at times go their ways if not satisfied Stop telling us about this now and then,"[('and', 'POLITICIAN')]"
632,Nyakwar Olesiolesi,"Mr sugoi man ,all this problem your facing today,it's you who created them.eat your own tomatoe",Mr sugoi man all this problem your facing todayits you who created themeat your own tomatoe,[]
633,Bonke Elegwa,"And you got paid for the services, ama?",And you got paid for the services ama,"[('for', 'POLITICAL_PARTY')]"
634,Adhis Mirasy,Bitter ex detected.....mara humtaki....mara unamtaka.....si uamue mara moja tu haki,Bitter ex detectedmara humtakimara unamtakasi uamue mara moja tu haki,[]
635,John Onyuma,"Umelia umecheka,umekunia,umejinyonga...Leta pesa za Kimwerer....Huoni State House Ng'ooooo",Umelia umechekaumekuniaumejinyongaLeta pesa za KimwererHuoni State House Ngooooo,[]
636,Nelly Joyce,Accept and move on,Accept and move on,"[('and', 'POLITICAL_PARTY')]"
637,Shakim Metet,"If Peter denied knowing jesus who was the son of God, then who is kamwana🤣",If Peter denied knowing jesus who was the son of God then who is kamwana,"[('Peter', 'POLITICIAN'), ('of', 'POLITICAL_PARTY')]"
638,Anthony Ndinya,U stood by him coz your paid ama umesau hiyo,U stood by him coz your paid ama umesau hiyo,[]
639,Alloys Baba Verah,"It happens, hata girlfriend akikukula kichwa na upate rafiki yake ako mhumble na anawezamake future unamwendea.",It happens hata girlfriend akikukula kichwa na upate rafiki yake ako mhumble na anawezamake future unamwendea,[]
640,Hassan Juma Sultan,In politics there's no worse  enemy or better friend,In politics theres no worse enemy or better friend,[]
641,Oscar Waswa,Ruto is acting as if he is the first one kuachwa. Hapa Nairobi tunaachwa daily na hatushindi apo. Fanya campaign daddy wacha kulialiaThis cry baby though!,Ruto is acting as if he is the first one kuachwa Hapa Nairobi tunaachwa daily na hatushindi apo Fanya campaign daddy wacha kulialiaThis cry baby though,"[('Ruto', 'RUTO'), ('one', 'UHURU')]"
642,Tom Jakia,Accept and move on.hamukuchomwa na wellding  mukae mile👋👋👋,Accept and move onhamukuchomwa na wellding mukae mile,"[('and', 'POLITICAL_PARTY')]"
643,Benard Oranga,"It's normal for such episodes in politics, so acha kulialia hapa, jipange kurudi sugoi mapema sana. Si lazima uwe president of this great nation.",Its normal for such episodes in politics so acha kulialia hapa jipange kurudi sugoi mapema sana Si lazima uwe president of this great nation,"[('for', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
644,Wycliffe Likono,"Cry baby always, nilisaidia... nikasaidia.... Ooh nikasaidia... Eish",Cry baby always nilisaidia nikasaidia Ooh nikasaidia Eish,[]
645,Susan Wanjiku,He also stood by you .  He helped you too.... Stop putting it like you're the only one who helped and stood by him....  Both of you helped and stood by each other when those you call his friends were not there .,He also stood by you  He helped you too Stop putting it like youre the only one who helped and stood by him Both of you helped and stood by each other when those you call his friends were not there ,"[('one', 'UHURU'), ('and', 'POLITICIAN'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
646,Pesh Peshy,"So what? Should you continue singing the same chorus till August??,ukiachwa achika acha kelele mob nanii",So what Should you continue singing the same chorus till Augustukiachwa achika acha kelele mob nanii,[]
647,Brian Almeida,And they are there for him now that you're not there 😅,And they are there for him now that youre not there,"[('for', 'POLITICAL_PARTY')]"
648,Mzee Yoweri Museveni,"Uhuru trying to tarnish the 5th president his name has turned against him ,he has made dp ruto get sympathy votes from Kenyans n gain more popularity , kenyans Know uhuru said this out of frustration after realizing dp ruto chances of becoming president is 100 percent.",Uhuru trying to tarnish the th president his name has turned against him he has made dp ruto get sympathy votes from Kenyans n gain more popularity  kenyans Know uhuru said this out of frustration after realizing dp ruto chances of becoming president is percent,"[('Uhuru', 'UHURU'), ('of', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
649,Jackson Nganga,"Oh my God, what happened,  how can woman  forget her child,   there is an enemy between  2 of you . Na asidwe, tupate oxygen poa.",Oh my God what happened how can woman forget her child there is an enemy between of you  Na asidwe tupate oxygen poa,"[('of', 'POLITICAL_PARTY')]"
650,Mwana Mwega,"Rhetoric,uza Sera",Rhetoricuza Sera,[]
651,Ghazeen Yoosuf Steve,You said he had one vote and had no say,You said he had one vote and had no say,"[('one', 'UHURU'), ('and', 'POLITICAL_PARTY')]"
652,Òbòķ Gëõřgë,"Accept and move on,utashinda ukilialia kama first wife akiongezewa co-wife aje🤷 hata sisi huku kwa ground tumesimama na wengi tukaachwa na hatutangazi",Accept and move onutashinda ukilialia kama first wife akiongezewa cowife aje hata sisi huku kwa ground tumesimama na wengi tukaachwa na hatutangazi,"[('and', 'POLITICAL_PARTY'), ('-', 'POLITICAL_PARTY')]"
653,Mike Calvoh Calvoh,Aaaaah niaje opposition leader,Aaaaah niaje opposition leader,[]
654,Paul Kuria,"Mlisema yote yawezekana bila uhunye,,,kwani Tena nnasidwa?,,,mtajua hamjui,,,mungu ni wetu sisi wote",Mlisema yote yawezekana bila uhunyekwani Tena nnasidwamtajua hamjuimungu ni wetu sisi wote,[]
655,Maximiliano Msafi,"He isn't telling Uhuru, he is telling former Jubilee supporters and the few that has remained there. Votes is important",He isnt telling Uhuru he is telling former Jubilee supporters and the few that has remained there Votes is important,"[('Uhuru', 'UHURU'), ('Jubilee', 'POLITICAL_PARTY'), ('and', 'POLITICIAN')]"
656,Innocent Omboko,Jilted ex.  Move on my fren',Jilted ex Move on my fren,[]
657,Kinuthia Wanyoike,"Why,why,did you stand by him?",Whywhydid you stand by him,[]
658,Erick Owino,Heri kumrejelea aliyekupinga kwenye kinyang'anyiro kuliko aliyekutakia na hata kukupangia maafa.,Heri kumrejelea aliyekupinga kwenye kinyanganyiro kuliko aliyekutakia na hata kukupangia maafa,[]
659,Gibsony Bosco Kamaah,and vice versa,and vice versa,"[('and', 'POLITICIAN')]"
660,Jack Amayo,Because you wanted to eliminate me there after,Because you wanted to eliminate me there after,[]
661,Nandwa Clyve,Don't tell us go tell him.,Dont tell us go tell him,[]
662,Dennis Okiru,"Madaraka,wealth, while huyo mama mboga atateseka miaka yote",Madarakawealth while huyo mama mboga atateseka miaka yote,[]
663,Joseph Newborne Ejakait,"Hey Ruto yawa si uza sera jameni, mbona wachosha maskio zetu na jina Uhuru, kitendawili hawa majamaa, uliwasaidia ooh, imebaki utuambie ulimsaidia kumpeleka choo nkt!",Hey Ruto yawa si uza sera jameni mbona wachosha maskio zetu na jina Uhuru kitendawili hawa majamaa uliwasaidia ooh imebaki utuambie ulimsaidia kumpeleka choo nkt,"[('Ruto', 'RUTO'), ('Uhuru', 'UHURU')]"
664,Hashim Maxi Kaseja,"Kwani huyu jamaa alienda shule wapi,  hiyo miaka yote amekua siasa hakuwai pitia kile kitabu cha....""in politics, there are no parmanent friends nor enemies..""",Kwani huyu jamaa alienda shule wapi hiyo miaka yote amekua siasa hakuwai pitia kile kitabu chain politics there are no parmanent friends nor enemies,[]
665,Ouma Awuonda,Are you the first person to help others??,Are you the first person to help others,[]
666,Stephen Akoto,So in short you need #ENDORSEMENT?,So in short you need ,[]
667,Diana Leah,"Wacha Julia Lia Kama mwanamke,umetuboo hata,kila saa n kulalamika tu",Wacha Julia Lia Kama mwanamkeumetuboo hatakila saa n kulalamika tu,[]
668,Reigns Keya Jnr,"Matusi na vitisho haitakuongezea kura Mr tutatenga, Raila atakunyolosha asuuubuhi na mapema.Kwani ni lazima ukuwe rais hii Kenya acha ujinga nani....",Matusi na vitisho haitakuongezea kura Mr tutatenga Raila atakunyolosha asuuubuhi na mapemaKwani ni lazima ukuwe rais hii Kenya acha ujinga nani,"[('Raila', 'RAILA'), ('Kenya', 'POLITICAL_PARTY')]"
669,Jared Ombata,Its like when you meet  your devorced wife on the way and  starts saying nonsense things about the past and not interested at all,Its like when you meet your devorced wife on the way and starts saying nonsense things about the past and not interested at all,"[('and', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
670,Mike Sierra Kilo,Ruto should move on,Ruto should move on,"[('Ruto', 'RUTO')]"
671,Alex Wekesa,"Ukiachwa unaachika ,keep on telling us bla bla bla atutaki kusikia , its your pay back time.....heri umaskini than laana!!!!",Ukiachwa unaachika keep on telling us bla bla bla atutaki kusikia  its your pay back timeheri umaskini than laana,[]
672,Derrick Oriato,"My friend, remember 2002 the way Odinga campaign for Kibaki, you can't compere with the way you campaign for Uhuru sasa wacha kulalamika mambo bado, ndiyo mkoko umealika maua sawa sasa tulia.",My friend remember the way Odinga campaign for Kibaki you cant compere with the way you campaign for Uhuru sasa wacha kulalamika mambo bado ndiyo mkoko umealika maua sawa sasa tulia,"[('Odinga', 'RAILA'), ('for', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU')]"
673,Mulls Limbo,"The problem with you our deputy president is that you like ""forward ever backward never""  So it means you can't make a good leader.",The problem with you our deputy president is that you like forward ever backward never So it means you cant make a good leader,[]
674,Okiyah Mcgathoni Hazard,Umeachwa  vile uliacha mke wa pili na mwanawe,Umeachwa vile uliacha mke wa pili na mwanawe,[]
675,Sheiy Gicini,Alafu.... .!,Alafu ,[]
676,Alex Osita,Boss why can't u move on unalalamika sana  ni kama kuna kaukweli flani on what the prezo said,Boss why cant u move on unalalamika sana ni kama kuna kaukweli flani on what the prezo said,"[('Boss', 'POLITICIAN')]"
677,Abdullah Abiero,Tunasikitika sana #POLE my friend,Tunasikitika sana my friend,[]
678,Mhandisi Willem Declerk,It's one way of telling us you are Connered,Its one way of telling us you are Connered,"[('one', 'UHURU'), ('of', 'POLITICAL_PARTY')]"
679,Antony Mwangi,Mr dp ndoa kavunjika naushatemwa unye ashapata mchumba jaribu mbele,Mr dp ndoa kavunjika naushatemwa unye ashapata mchumba jaribu mbele,[]
680,Paul DE Champion,Nyumbani lazima uende...ata ulie hakuna kitu itachange.you must go to sugoi village..Rao will be your president...Again you have his number call him.,Nyumbani lazima uendeata ulie hakuna kitu itachangeyou must go to sugoi villageRao will be your presidentAgain you have his number call him,"[('Rao', 'RAILA')]"
681,Lydiah Ndege,"Ukiachwa achika, crying baby,",Ukiachwa achika crying baby,[]
682,Okeyo Dawn,"So you want Uhuru to keep enemies like you do? Maisha ni mafupi nani, wacha hasira na makasiriko",So you want Uhuru to keep enemies like you do Maisha ni mafupi nani wacha hasira na makasiriko,"[('Uhuru', 'UHURU')]"
683,Epines Shago,Mwana ume gani sayote ni kuongea kwa raisi Mara hii  wacha maneno yako yakujigamba bwana tumechoka na vitina yako,Mwana ume gani sayote ni kuongea kwa raisi Mara hii wacha maneno yako yakujigamba bwana tumechoka na vitina yako,[]
684,Chep TooKim,"Don't explain too much Ruto, endelea tu kuomba kura,tunakupenda Sana an on August u will be our President elect",Dont explain too much Ruto endelea tu kuomba kuratunakupenda Sana an on August u will be our President elect,"[('Ruto', 'RUTO')]"
685,Gervie Lovince,Umetuchosha mara i stood by u mara i gave u that chair mara what can u just do ur campaign and tell us what u will do both of u were elected so no one gave each other a post u claiming  u and Uhuru  know what happen btw u just find uhuru and go speak with him,Umetuchosha mara i stood by u mara i gave u that chair mara what can u just do ur campaign and tell us what u will do both of u were elected so no one gave each other a post u claiming u and Uhuru know what happen btw u just find uhuru and go speak with him,"[('and', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('one', 'UHURU'), ('and', 'POLITICIAN'), ('Uhuru', 'UHURU'), ('and', 'POLITICIAN')]"
686,Muriîthì Gerãld,Okay lemmi ask this.....is Ruto vs Uhuru? or ruto has forgotten he is competing against Baba😂😂,Okay lemmi ask thisis Ruto vs Uhuru or ruto has forgotten he is competing against Baba,"[('Ruto', 'RUTO'), ('Uhuru', 'UHURU'), ('Baba', 'RAILA')]"
687,Bill Clinton Otieno,Poor ex,Poor ex,[]
688,Kawambui Njoki,Its a fact kwanza nakumbuka pale junction ya kwenda lang'ata barracks,Its a fact kwanza nakumbuka pale junction ya kwenda langata barracks,[]
689,Maurice Mich,Brathe ni kama mnashindana na mulamwa kulia kila siku ni story moja unajiangusha consequences of having jokers for advisors😂😂😂,Brathe ni kama mnashindana na mulamwa kulia kila siku ni story moja unajiangusha consequences of having jokers for advisors,"[('of', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
690,Ronnicks Odingo,"Just move on Mwesh, hiyo Ambia mama Recho.",Just move on Mwesh hiyo Ambia mama Recho,[]
691,Aron Kinyua,Who stood by you?,Who stood by you,[]
692,Blessings Luks Linda,"😂😂😂😂 the ex who have refused to move on 🤣 why dear, you said UHuru ako na kura moja na wewe umejipanga na mama mboga na boda boda kwani wako wapi ?",the ex who have refused to move on why dear you said UHuru ako na kura moja na wewe umejipanga na mama mboga na boda boda kwani wako wapi ,[]
693,Mwangi Wilson,Keep blithering and whining,Keep blithering and whining,"[('and', 'POLITICIAN')]"
694,Silver Ke,lakni vile uhuru amekopa pesa ivii zikiibiwa ..maisha imepanda ..kuna watu bdo wanasupport azimio surely..,lakni vile uhuru amekopa pesa ivii zikiibiwa maisha imepanda kuna watu bdo wanasupport azimio surely,[]
695,Chris Naibey,Ogonda ur betrays you,Ogonda ur betrays you,[]
696,Hillary Wameyo,Mpigie simu umwambie!!!,Mpigie simu umwambie,[]
697,Cfuma Wa Untold Stories,You stood by him because you wanted something. After getting it you distanced yourself from him and started looking for something else yourself,You stood by him because you wanted something After getting it you distanced yourself from him and started looking for something else yourself,"[('and', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
698,Ken Wallace Jaseme,While you stood didn't you get paid for the standing?,While you stood didnt you get paid for the standing,"[('for', 'POLITICAL_PARTY')]"
699,Omwenga Junior,"acha kulia, Saitoti stood with Moi over 15yrs, the end results were, urafiki na siasa ni kitu tofauti. The uhuru friends now are Kenyans too.",acha kulia Saitoti stood with Moi over yrs the end results were urafiki na siasa ni kitu tofauti The uhuru friends now are Kenyans too,"[('Moi', 'POLITICIAN')]"
700,Ali Mesiewa,Betrayal in the city,Betrayal in the city,[]
701,Njenga James,Hahaha it is over....the 5th is non other than tinga.. you betrayed your boss.,Hahaha it is overthe th is non other than tinga you betrayed your boss,[]
702,Ronald Ombasa,Let him call him or go to his office and tell him face to face.sasa anatuambia sisi tumsaidie aje???,Let him call him or go to his office and tell him face to facesasa anatuambia sisi tumsaidie aje,"[('and', 'POLITICIAN')]"
703,Geoffrey Ombane,You stood with benefits 😜,You stood with benefits,[]
704,Maina Wa Mburu,"Tutaskia mengi sana,  siri za wapendanao wakikosana",Tutaskia mengi sana siri za wapendanao wakikosana,[]
705,Dan Karanja,"You did all that because of your own stomach!! Politics is business and self interest, SO STOP FOOLING US.",You did all that because of your own stomach Politics is business and self interest SO STOP FOOLING US,"[('of', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
706,David Dahvinci Kinyanjui,"Ukiachwa, achika and move on.",Ukiachwa achika and move on,"[('and', 'POLITICAL_PARTY')]"
707,Jane Katungu,Ukiachwa achika,Ukiachwa achika,[]
708,Azimio Young Turks Grassroots Communication Coordination,Ukiwachwa wachika.,Ukiwachwa wachika,[]
709,Mercy Wanjiku Ndegwa,RUTOOOO TAWEEE,RUTOOOO TAWEEE,[]
710,Donald Mayeki,"U opposed,2010 constition,bbi hutaki,reformist kama akina agwambo hauwataki,your boss ni mbaya, sasa enda sugoi",U opposed constitionbbi hutakireformist kama akina agwambo hauwatakiyour boss ni mbaya sasa enda sugoi,[]
711,Juma Mwacharo Dzikowa,"Sasa kumbe bado hujaamini raisi anasupport raila,na kampeini yooote ya miaka nne bado unalia na ulisema uko na wabunge wote, mca wote,asubuui na mapema wapeleka kitendawili na wheelbarrow bondo kilio cha nini tena",Sasa kumbe bado hujaamini raisi anasupport railana kampeini yooote ya miaka nne bado unalia na ulisema uko na wabunge wote mca woteasubuui na mapema wapeleka kitendawili na wheelbarrow bondo kilio cha nini tena,[]
712,Jay Mwas,"Judas was walking with jesus always,  wasnt uhuru🤔🤔🤔",Judas was walking with jesus always wasnt uhuru,[]
713,Fredrick Ndegwa,You behave like my ex girlfriend..She has refused to move on...Move on🤣🤣🤣,You behave like my ex girlfriendShe has refused to move onMove on,[]
714,James Ndung'u,Ruto anafaa azoee kuachika.You also left mama abby mr Ruto pia wewe achika Baba abby.Inauma lakini itabidi uzoee.Nunua panadol na wholesale na ukate miti.it will be messy.,Ruto anafaa azoee kuachikaYou also left mama abby mr Ruto pia wewe achika Baba abbyInauma lakini itabidi uzoeeNunua panadol na wholesale na ukate mitiit will be messy,"[('Ruto', 'RUTO'), ('Ruto', 'RUTO'), ('Baba', 'RAILA')]"
715,Odanga Samson,#kwani huna namba yake,huna namba yake,[]
716,Naaman Owuor,Ukiachwa achika.,Ukiachwa achika,[]
717,Mwitah  Mirumbe,Stop lamenting,Stop lamenting,[]
718,Bendet Chebor,Mungu mwenyewe atakulipa,Mungu mwenyewe atakulipa,[]
719,Chris Kyallo,Unalia sana msee  Tulia ufunzwe,Unalia sana msee Tulia ufunzwe,[]
720,Jack Oswanyo,Sasa anataka aje na ako na Wakikuyu na Kalenjins walishinda nao 2013 na 2017 ama naminagani sasa,Sasa anataka aje na ako na Wakikuyu na Kalenjins walishinda nao na ama naminagani sasa,[]
721,Jo Jo,You whine too much...call the president and sort out the mess.sisi unatuambia tukusaidie aje.???,You whine too muchcall the president and sort out the messsisi unatuambia tukusaidie aje,"[('and', 'POLITICAL_PARTY')]"
722,Glenn Okinyi,"wewe umekua mtu mladi  sanaaa  , kulia lià kila wakati kama mwana dada  ameachwa baada ya kuteremsha bendera . vaaà  kamisi naniii",wewe umekua mtu mladi sanaaa  kulia li kila wakati kama mwana dada ameachwa baada ya kuteremsha bendera  vaa kamisi naniii,[]
723,Geoffrey Lwenyi,ni uchungu lakini acha mungu afanye kazi yake.,ni uchungu lakini acha mungu afanye kazi yake,[]
724,Caroh Maina,True bitter truth malipo n apa,True bitter truth malipo n apa,[]
725,James H Nyaga,Kweli kabisa where was that mganga,Kweli kabisa where was that mganga,[]
726,John Wambugu Rubia,Alafu anadhani wakikuyu ni watoto yake.tutambuyia exhauster akue dereva from 2022august,Alafu anadhani wakikuyu ni watoto yaketutambuyia exhauster akue dereva from august,[]
727,Hazard Babake,"Kwani siasani kuna permanent friend or enemy,songa nanii",Kwani siasani kuna permanent friend or enemysonga nanii,[]
728,Kevin Farouk Tendwa,Hio ni yako,Hio ni yako,[]
729,Samku Sam,Walai Uhuru sio mzuri.....I regret giving him my vote,Walai Uhuru sio mzuriI regret giving him my vote,"[('Uhuru', 'UHURU')]"
730,Peter Bishop II,😂😂😂 lakini si alikulipa na deni iliisha... Wewe pia umemlipa mudavadi ...,lakini si alikulipa na deni iliisha Wewe pia umemlipa mudavadi ,[]
731,Lempaa Sairuni,So mow he wasn't a dynasty,So mow he wasnt a dynasty,[]
732,Jaymz Mike,That's a old&boring story.. Ukiachwa achika.,Thats a oldboring story Ukiachwa achika,[]
733,Chris Ovita,Wembe ni ule ule !,Wembe ni ule ule ,[]
734,Geoffrey Angode,Kwani utashindia kitu kimoja hata lini you accept and move on,Kwani utashindia kitu kimoja hata lini you accept and move on,"[('and', 'POLITICAL_PARTY')]"
735,Kioko Joshua,Ur worst enemy could b ur best friend n ur best friend ur worst enemy haijalishi ya Jana uliamua kuwa mwiba wa leo unaumiza lazima ungolewe,Ur worst enemy could b ur best friend n ur best friend ur worst enemy haijalishi ya Jana uliamua kuwa mwiba wa leo unaumiza lazima ungolewe,[]
736,Carol Mutua,Kuna kaukweli hapo,Kuna kaukweli hapo,[]
737,Jarule Jarule,Wewe ungekua ushajinyonga ungekua mwanamke na uachwe na bwana,Wewe ungekua ushajinyonga ungekua mwanamke na uachwe na bwana,[]
